,Moderna,Pfizer
1,0.24379976207099774,0.15971595650985196
2,0.25312402055350586,0.15673650985905105
3,0.17997949737040517,0.13935159463586277
4,0.12877251145979474,0.015154399221588412
5,0.037332167008701844,0.04486935659522071
