company,date,vader_daily_sentiment_score,finbert_daily_sentiment_score,news_count,vader_sentiment_std,finbert_sentiment_std
BlackRock,2024-11-18,0.35951960784313725,0.1709327078333088,51,0.37668605603054006,0.3734300818516426
BlackRock,2024-11-19,0.2232906976744186,0.1726065430530282,43,0.4855262352844608,0.36791229817389015
BlackRock,2024-11-20,0.12369999999999999,0.0,6,0.26359869498918237,0.0
Bristol-Myers Squibb,2024-10-27,0.3825,0.0,2,0.5409366876077089,0.0
Bristol-Myers Squibb,2024-10-28,0.41088571428571424,0.14285714285714285,7,0.45733925200945896,0.37796447300922725
Bristol-Myers Squibb,2024-10-29,0.400875,0.2499472349882126,4,0.44920572402853465,0.4998944699764253
Bristol-Myers Squibb,2024-10-30,0.5901833333333334,0.11753001809120178,6,0.29880950732308814,0.2878885737835201
Bristol-Myers Squibb,2024-10-31,0.3625307692307692,0.6232288892452533,13,0.3672398929505875,0.45486507462742554
Bristol-Myers Squibb,2024-11-01,0.044475,0.2499999403953552,4,0.17032628246985254,0.4999998807907104
Bristol-Myers Squibb,2024-11-04,0.16670000000000001,0.0,4,0.6655798925248068,0.0
Bristol-Myers Squibb,2024-11-05,0.105775,0.0,4,0.4000502999623922,0.0
Bristol-Myers Squibb,2024-11-06,0.5806333333333333,0.5171331233448453,9,0.2636585244212673,0.49513878189316435
Bristol-Myers Squibb,2024-11-07,0.11106666666666666,0.0,3,0.5765796591394231,0.0
Bristol-Myers Squibb,2024-11-08,0.8083,0.6666497389475504,3,0.06447891128113128,0.5773356094240715
Bristol-Myers Squibb,2024-11-11,-0.15264444444444447,0.2200141747792562,9,0.4555094266618176,0.4365865357043377
Bristol-Myers Squibb,2024-11-12,-0.15085,0.6070788105328878,6,0.38582443546255596,0.4894422696338562
Bristol-Myers Squibb,2024-11-13,0.37895,0.0,2,0.5359162294612844,0.0
Bristol-Myers Squibb,2024-11-14,-0.1366,0.0,4,0.15773209354260576,0.0
Bristol-Myers Squibb,2024-11-15,0.10903333333333333,0.0,3,0.6943917938263191,0.0
Bristol-Myers Squibb,2024-11-16,0.32985,0.0,2,0.4664783435487654,0.0
Bristol-Myers Squibb,2024-11-17,0.8316,0.9999868869781494,1,0.0,0.0
Bristol-Myers Squibb,2024-11-18,0.17891111111111113,0.1111111111111111,9,0.4119846157456745,0.33333333333333337
Bristol-Myers Squibb,2024-11-19,0.23819999999999997,0.2,5,0.2775115222833099,0.447213595499958
Charles Schwab,2024-11-13,0.5471185185185186,0.5414640925548695,27,0.2425565406520826,0.4692333953093884
Charles Schwab,2024-11-14,0.7515833333333334,0.0,6,0.05841008189231261,0.0
Charles Schwab,2024-11-15,0.4851000000000001,0.1973652482032776,5,0.2809703543080658,0.44132211137864696
Charles Schwab,2024-11-16,0.63096,0.0664957563082377,15,0.15586413405820557,0.2575369567752714
Charles Schwab,2024-11-17,0.5018272727272728,0.23399411006407303,11,0.30648460023599583,0.4145952898847336
Charles Schwab,2024-11-18,0.7295857142857143,0.2398992563996996,14,0.13590856008102173,0.40404908794996147
Charles Schwab,2024-11-19,0.5266090909090909,0.08817322958599437,22,0.2891265893606548,0.28554087169161385
Citigroup,2024-11-19,0.680839,0.054844446778297425,100,0.18280279261786148,0.21907884376281556
Eli Lilly and Company,2024-10-31,0.3358833333333333,0.4928816556930542,6,0.4137956278969929,0.5401075829428852
Eli Lilly and Company,2024-11-01,0.24193333333333333,0.16666640837987265,6,0.2975727384466975,0.40824765779301037
Eli Lilly and Company,2024-11-02,-0.12119999999999997,0.36006662249565125,2,0.8681857059408431,0.5092111008912233
Eli Lilly and Company,2024-11-03,0.6124,0.0,1,0.0,0.0
Eli Lilly and Company,2024-11-04,0.04725555555555556,0.11086148023605347,9,0.4125387409417179,0.3325844407081604
Eli Lilly and Company,2024-11-05,0.04766249999999999,0.3749946802854538,8,0.463727558371138,0.5175418277384732
Eli Lilly and Company,2024-11-06,0.41138571428571424,0.5445186155182975,7,0.34208245316283725,0.5136554808544938
Eli Lilly and Company,2024-11-07,0.21381666666666668,0.16656816005706787,6,0.49409953012188407,0.4080069995340544
Eli Lilly and Company,2024-11-08,0.28773333333333334,0.11087283160951403,9,0.3563869526231284,0.33261849482854206
Eli Lilly and Company,2024-11-09,0.3929833333333333,0.16666285196940103,6,0.23755968022092191,0.40823894640203906
Eli Lilly and Company,2024-11-10,0.3527571428571429,0.14285712582724436,7,0.23293027466849997,0.37796442795235097
Eli Lilly and Company,2024-11-11,0.4013666666666667,0.3333333333333333,3,0.6232523111335676,0.5773502691896258
Eli Lilly and Company,2024-11-13,0.28555,0.0,2,0.29465139572043436,0.0
Eli Lilly and Company,2024-11-14,0.0,0.0,1,0.0,0.0
Eli Lilly and Company,2024-11-15,0.08185000000000002,0.22984300553798676,4,0.4829013529352208,0.4596860110759735
Eli Lilly and Company,2024-11-16,-0.14286666666666667,0.0,3,0.12430673084484739,0.0
Eli Lilly and Company,2024-11-17,0.5574,0.0,1,0.0,0.0
Eli Lilly and Company,2024-11-18,0.37283333333333335,0.1111111111111111,9,0.3182381655301576,0.33333333333333337
Eli Lilly and Company,2024-11-19,0.52913,0.2609618127346039,10,0.36448395803747885,0.43341191261129386
Gilead Sciences,2024-10-20,0.5106,0.0,1,0.0,0.0
Gilead Sciences,2024-10-21,0.153425,0.3332575460275014,12,0.36025657302690667,0.4922540640302639
Gilead Sciences,2024-10-22,0.65529,0.49999979734420774,10,0.151701215478907,0.5270460630768751
Gilead Sciences,2024-10-23,0.25620000000000004,0.4692876756191254,10,0.5830561398546646,0.5024160234025231
Gilead Sciences,2024-10-24,0.2697,0.14199127469744,7,0.5116936322970351,0.37567360119048426
Gilead Sciences,2024-10-25,0.30468,0.13360503911972046,5,0.6318955190535853,0.2987499496082136
Gilead Sciences,2024-10-26,0.67712,0.0,5,0.12467789298829202,0.0
Gilead Sciences,2024-10-27,0.7906,0.0,1,0.0,0.0
Gilead Sciences,2024-10-28,0.7697,0.0,2,0.14028998538741108,0.0
Gilead Sciences,2024-10-29,0.60545,0.4999982714653015,2,0.13413815639108806,0.7071043366693339
Gilead Sciences,2024-10-30,0.2698333333333333,0.28764914472897846,6,0.5115134980297847,0.45391600517049796
Gilead Sciences,2024-10-31,0.5106,0.9293258190155028,1,0.0,0.0
Gilead Sciences,2024-11-01,0.3794142857142857,0.13922408648899623,7,0.3161145595538187,0.3683523093600317
Gilead Sciences,2024-11-04,0.41355,0.0,2,0.5848480187193934,0.0
Gilead Sciences,2024-11-05,0.6705,0.0,1,0.0,0.0
Gilead Sciences,2024-11-06,0.1871285714285714,0.5445492948804583,7,0.41866271115814185,0.5136872101698583
Gilead Sciences,2024-11-07,0.48423333333333335,0.9999999602635702,3,0.07592156039843576,6.882551542807229e-08
Gilead Sciences,2024-11-08,0.13396666666666665,0.0,3,0.2320370731873106,0.0
Gilead Sciences,2024-11-09,0.7717,0.0,1,0.0,0.0
Gilead Sciences,2024-11-11,-0.09323333333333332,0.0,3,0.46403105858695853,0.0
Gilead Sciences,2024-11-12,0.0,0.0,1,0.0,0.0
Gilead Sciences,2024-11-15,0.6974,0.0,2,0.08555992052357225,0.0
Gilead Sciences,2024-11-16,0.34,0.9999974966049194,1,0.0,0.0
Gilead Sciences,2024-11-17,0.5615,0.3333333333333333,3,0.27643530888799284,0.5773502691896258
Gilead Sciences,2024-11-18,0.26353333333333334,0.3333333333333333,3,0.4564531228213181,0.5773502691896258
Goldman Sachs,2024-11-19,0.3900770114942529,0.2606582669005997,87,0.4464400487633274,0.42913274496569714
Goldman Sachs,2024-11-20,0.34798461538461534,0.25936127167481643,13,0.3371868938886214,0.4147500658404155
Google,2024-11-19,0.2902368421052632,0.17002779245376587,38,0.40636542961939837,0.366019186094981
Google,2024-11-20,0.28947903225806454,0.15279069542884827,62,0.413165929489414,0.3525657346321462
IBM,2024-11-18,0.14993111111111113,0.15323645538753933,45,0.36747971670817314,0.3611331153194607
IBM,2024-11-19,0.26022075471698114,0.21176049619350792,53,0.4104875971884818,0.40112976826282565
IBM,2024-11-20,0.0,0.0,2,0.0,0.0
Intel,2024-11-19,0.34726904761904764,0.1837449428581056,84,0.38849437172465273,0.3731528593688062
Intel,2024-11-20,0.296425,0.18742584064602852,16,0.4542566888151823,0.40295352478078716
JPMorgan Chase,2024-11-19,0.6750828282828283,0.0858004285831644,99,0.2046653106806349,0.2734233603001199
JPMorgan Chase,2024-11-20,0.4939,0.0,1,0.0,0.0
Johnson & Johnson,2024-11-19,0.053193846153846154,0.07273376171405499,65,0.4516097810461355,0.23677719704897152
Johnson & Johnson,2024-11-20,0.038974285714285704,0.13892162697655813,35,0.5357759147161395,0.345826165699474
Mastercard,2024-11-14,0.38488,0.08416602611541749,10,0.4930591215395303,0.2661563441299331
Mastercard,2024-11-15,0.31065909090909094,0.1807271892374212,22,0.5457779774117911,0.39242797664549434
Mastercard,2024-11-16,0.41005,0.3226303259531657,6,0.31577878174443574,0.5002290826503717
Mastercard,2024-11-17,0.19593333333333338,0.33333321412404376,3,0.27522952845458526,0.5773500627130794
Mastercard,2024-11-18,0.27070500000000003,0.04874053597450256,20,0.3181715400865587,0.21797430339752336
Mastercard,2024-11-19,0.2828305555555556,0.19412203795380062,36,0.5221784401192727,0.3773464593297839
Mastercard,2024-11-20,-0.032533333333333324,0.0,3,0.4109669248654122,0.0
Merck & Co.,2024-11-06,0.4215,0.9997145533561708,1,0.0,0.0
Merck & Co.,2024-11-07,-0.22719999999999999,0.0,9,0.4023009849602658,0.0
Merck & Co.,2024-11-08,-0.3482333333333334,0.10891208052635193,6,0.5534472103702996,0.26677902411447457
Merck & Co.,2024-11-09,-0.7905,0.9348523616790771,2,0.12756206332605322,0.09124480815929577
Merck & Co.,2024-11-10,0.4323,0.16488173604011536,4,0.263668706271083,0.3297634720802307
Merck & Co.,2024-11-11,0.08246250000000001,0.0,8,0.45230909765494276,0.0
Merck & Co.,2024-11-12,-0.06988750000000002,0.24949465692043304,8,0.425990383652361,0.46197433632558765
Merck & Co.,2024-11-13,0.1908375,0.12461242079734802,8,0.3955378000267484,0.3524571510635054
Merck & Co.,2024-11-14,-0.011555555555555572,0.1111111111111111,9,0.5244495402589059,0.33333333333333337
Merck & Co.,2024-11-15,-0.43146666666666667,0.0,6,0.3828004789269035,0.0
Merck & Co.,2024-11-16,-0.4848,0.0,5,0.37797517114223256,0.0
Merck & Co.,2024-11-17,0.24762499999999998,0.0,4,0.39614288142032794,0.0
Merck & Co.,2024-11-18,0.17390833333333333,0.2734020898739497,12,0.48455671674472145,0.4194234700904312
Merck & Co.,2024-11-19,0.09315555555555556,0.20735539330376518,18,0.45106731103568937,0.39926407080638376
Meta,2024-11-19,0.302925641025641,0.19007729108516985,78,0.4034136987275126,0.3819012278076003
Meta,2024-11-20,0.39354545454545453,0.1971545165235346,22,0.3632443972330642,0.3830653086178162
Microsoft,2024-11-19,0.19896164383561643,0.24262599994058479,73,0.441454710974642,0.41631650821149924
Microsoft,2024-11-20,0.3103740740740741,0.2675929643489696,27,0.3352765501361899,0.42959333746152817
Moderna,2024-11-15,-0.2827914285714286,0.48515830550874983,35,0.3938927282839301,0.45898429360828596
Moderna,2024-11-16,-0.2834,0.07655102014541626,10,0.3721762276723816,0.2420755808689494
Moderna,2024-11-17,-0.50715,0.9765404164791107,2,0.14884597743976832,0.031837518630886796
Moderna,2024-11-18,-0.02638571428571429,0.26311148915972027,28,0.44058276702927757,0.3970486528753746
Moderna,2024-11-19,0.154525,0.2032648225625356,24,0.4003162176710241,0.40504119394123167
Moderna,2024-11-20,0.8519,0.0,1,0.0,0.0
Morgan Stanley,2024-11-19,0.5742351063829787,0.11506417330275191,94,0.28593475558807874,0.31806569818005725
Morgan Stanley,2024-11-20,0.40181666666666666,0.0,6,0.3037296654373205,0.0
Netflix,2024-11-19,0.1862818181818182,0.0688507692380385,66,0.462767495005393,0.24740764124960987
Netflix,2024-11-20,0.28800588235294117,0.13015774944249323,34,0.520034344402645,0.3244341353065192
Nvidia,2024-11-19,0.2110190476190476,0.29518669630799976,84,0.5080481526547946,0.44657685926180357
Nvidia,2024-11-20,0.41958125,0.18742627277970314,16,0.4839460220847638,0.4029544542834251
Pfizer,2024-11-15,-0.2723625,0.5141024713714918,24,0.41256629592419286,0.45320945729576445
Pfizer,2024-11-16,0.07678888888888889,0.09800551666153802,18,0.5225919709530324,0.288025181982297
Pfizer,2024-11-17,-0.11853749999999999,0.24413510411977768,8,0.6810049820197458,0.45221050804723434
Pfizer,2024-11-18,-0.078975,0.26364565959998537,28,0.4845291633045348,0.3979955291460101
Pfizer,2024-11-19,0.26578,0.2480819195508957,20,0.33905805061111666,0.4408813778717063
Pfizer,2024-11-20,0.42595,0.0,2,0.6023842668928199,0.0
Tesla,2024-11-19,0.18274835164835163,0.14588754648690697,91,0.4218907816439483,0.34558237557966737
Tesla,2024-11-20,0.32534444444444444,0.22213956382539538,9,0.45721950448091975,0.44079457083227824
Wells Fargo,2024-11-19,0.5517447916666667,0.08007969769338767,96,0.31598915333476124,0.2673738609022052
Wells Fargo,2024-11-20,0.191975,0.0,4,0.3064557540113526,0.0
