company,date,close_price,daily_sentiment_score
AbbVie,2023-01-03,162.3800048828125,0.2355571428571428
AbbVie,2023-01-04,163.69000244140625,0.2355571428571428
AbbVie,2023-01-05,163.49000549316406,0.2355571428571428
AbbVie,2023-01-06,166.5500030517578,0.2355571428571428
AbbVie,2023-01-09,161.66000366210938,0.2355571428571428
AbbVie,2023-01-10,159.63999938964844,0.2355571428571428
AbbVie,2023-01-11,157.1699981689453,0.2355571428571428
AbbVie,2023-01-12,152.22000122070312,0.2355571428571428
AbbVie,2023-01-13,153.60000610351562,0.2355571428571428
AbbVie,2023-01-17,152.8300018310547,0.2355571428571428
AbbVie,2023-01-18,149.1999969482422,0.2355571428571428
AbbVie,2023-01-19,148.7100067138672,0.2355571428571428
AbbVie,2023-01-20,149.58999633789062,0.2355571428571428
AbbVie,2023-01-23,148.5500030517578,0.2355571428571428
AbbVie,2023-01-24,147.69000244140625,0.2355571428571428
AbbVie,2023-01-25,147.7899932861328,0.2355571428571428
AbbVie,2023-01-26,147.39999389648438,0.2355571428571428
AbbVie,2023-01-27,146.27999877929688,0.2355571428571428
AbbVie,2023-01-30,145.64999389648438,0.2355571428571428
AbbVie,2023-01-31,147.75,0.2355571428571428
AbbVie,2023-02-01,146.60000610351562,0.2355571428571428
AbbVie,2023-02-02,144.83999633789062,0.2355571428571428
AbbVie,2023-02-03,145.1999969482422,0.2355571428571428
AbbVie,2023-02-06,145.02000427246094,0.2355571428571428
AbbVie,2023-02-07,145.13999938964844,0.2355571428571428
AbbVie,2023-02-08,144.61000061035156,0.2355571428571428
AbbVie,2023-02-09,148.6999969482422,0.2355571428571428
AbbVie,2023-02-10,152.0500030517578,0.2355571428571428
AbbVie,2023-02-13,153.72999572753906,0.2355571428571428
AbbVie,2023-02-14,152.58999633789062,0.2355571428571428
AbbVie,2023-02-15,151.05999755859375,0.2355571428571428
AbbVie,2023-02-16,149.52999877929688,0.2355571428571428
AbbVie,2023-02-17,151.30999755859375,0.2355571428571428
AbbVie,2023-02-21,152.0,0.2355571428571428
AbbVie,2023-02-22,150.6699981689453,0.2355571428571428
AbbVie,2023-02-23,152.07000732421875,0.2355571428571428
AbbVie,2023-02-24,152.7100067138672,0.2355571428571428
AbbVie,2023-02-27,154.27999877929688,0.2355571428571428
AbbVie,2023-02-28,153.89999389648438,0.2355571428571428
AbbVie,2023-03-01,155.27000427246094,0.2355571428571428
AbbVie,2023-03-02,154.3800048828125,0.2355571428571428
AbbVie,2023-03-03,156.05999755859375,0.2355571428571428
AbbVie,2023-03-06,155.27999877929688,0.2355571428571428
AbbVie,2023-03-07,152.92999267578125,0.2355571428571428
AbbVie,2023-03-08,149.60000610351562,0.2355571428571428
AbbVie,2023-03-09,147.35000610351562,0.2355571428571428
AbbVie,2023-03-10,149.7100067138672,0.2355571428571428
AbbVie,2023-03-13,151.9499969482422,0.2355571428571428
AbbVie,2023-03-14,153.85000610351562,0.2355571428571428
AbbVie,2023-03-15,154.05999755859375,0.2355571428571428
AbbVie,2023-03-16,155.3000030517578,0.2355571428571428
AbbVie,2023-03-17,154.22000122070312,0.2355571428571428
AbbVie,2023-03-20,156.1199951171875,0.2355571428571428
AbbVie,2023-03-21,156.77000427246094,0.2355571428571428
AbbVie,2023-03-22,153.6699981689453,0.2355571428571428
AbbVie,2023-03-23,155.3000030517578,0.2355571428571428
AbbVie,2023-03-24,158.02000427246094,0.2355571428571428
AbbVie,2023-03-27,157.5399932861328,0.2355571428571428
AbbVie,2023-03-28,158.25,0.2355571428571428
AbbVie,2023-03-29,158.0,0.2355571428571428
AbbVie,2023-03-30,157.9199981689453,0.2355571428571428
AbbVie,2023-03-31,159.3699951171875,0.2355571428571428
AbbVie,2023-04-03,160.4199981689453,0.2355571428571428
AbbVie,2023-04-04,159.77999877929688,0.2355571428571428
AbbVie,2023-04-05,160.8000030517578,0.2355571428571428
AbbVie,2023-04-06,161.5500030517578,0.2355571428571428
AbbVie,2023-04-10,161.27999877929688,0.2355571428571428
AbbVie,2023-04-11,161.3800048828125,0.2355571428571428
AbbVie,2023-04-12,162.36000061035156,0.2355571428571428
AbbVie,2023-04-13,162.69000244140625,0.2355571428571428
AbbVie,2023-04-14,161.58999633789062,0.2355571428571428
AbbVie,2023-04-17,161.17999267578125,0.2355571428571428
AbbVie,2023-04-18,159.58999633789062,0.2355571428571428
AbbVie,2023-04-19,161.2100067138672,0.2355571428571428
AbbVie,2023-04-20,161.74000549316406,0.2355571428571428
AbbVie,2023-04-21,162.41000366210938,0.2355571428571428
AbbVie,2023-04-24,164.0800018310547,0.2355571428571428
AbbVie,2023-04-25,164.89999389648438,0.2355571428571428
AbbVie,2023-04-26,161.8000030517578,0.2355571428571428
AbbVie,2023-04-27,148.8699951171875,0.2355571428571428
AbbVie,2023-04-28,151.1199951171875,0.2355571428571428
AbbVie,2023-05-01,153.7100067138672,0.2355571428571428
AbbVie,2023-05-02,151.6199951171875,0.2355571428571428
AbbVie,2023-05-03,149.25,0.2355571428571428
AbbVie,2023-05-04,147.36000061035156,0.2355571428571428
AbbVie,2023-05-05,148.02999877929688,0.2355571428571428
AbbVie,2023-05-08,147.4499969482422,0.2355571428571428
AbbVie,2023-05-09,146.8300018310547,0.2355571428571428
AbbVie,2023-05-10,146.4199981689453,0.2355571428571428
AbbVie,2023-05-11,146.58999633789062,0.2355571428571428
AbbVie,2023-05-12,147.14999389648438,0.2355571428571428
AbbVie,2023-05-15,146.58999633789062,0.2355571428571428
AbbVie,2023-05-16,143.2899932861328,0.2355571428571428
AbbVie,2023-05-17,143.35000610351562,0.2355571428571428
AbbVie,2023-05-18,143.44000244140625,0.2355571428571428
AbbVie,2023-05-19,145.11000061035156,0.2355571428571428
AbbVie,2023-05-22,144.89999389648438,0.2355571428571428
AbbVie,2023-05-23,142.52000427246094,0.2355571428571428
AbbVie,2023-05-24,141.14999389648438,0.2355571428571428
AbbVie,2023-05-25,138.6199951171875,0.2355571428571428
AbbVie,2023-05-26,137.55999755859375,0.2355571428571428
AbbVie,2023-05-30,136.44000244140625,0.2355571428571428
AbbVie,2023-05-31,137.9600067138672,0.2355571428571428
AbbVie,2023-06-01,133.44000244140625,0.2355571428571428
AbbVie,2023-06-02,136.8699951171875,0.2355571428571428
AbbVie,2023-06-05,136.86000061035156,0.2355571428571428
AbbVie,2023-06-06,135.42999267578125,0.2355571428571428
AbbVie,2023-06-07,136.5,0.2355571428571428
AbbVie,2023-06-08,137.63999938964844,0.2355571428571428
AbbVie,2023-06-09,138.17999267578125,0.2355571428571428
AbbVie,2023-06-12,137.72999572753906,0.2355571428571428
AbbVie,2023-06-13,138.30999755859375,0.2355571428571428
AbbVie,2023-06-14,136.22999572753906,0.2355571428571428
AbbVie,2023-06-15,135.88999938964844,0.2355571428571428
AbbVie,2023-06-16,138.63999938964844,0.2355571428571428
AbbVie,2023-06-20,137.82000732421875,0.2355571428571428
AbbVie,2023-06-21,136.86000061035156,0.2355571428571428
AbbVie,2023-06-22,137.41000366210938,0.2355571428571428
AbbVie,2023-06-23,135.9199981689453,0.2355571428571428
AbbVie,2023-06-26,134.9499969482422,0.2355571428571428
AbbVie,2023-06-27,132.60000610351562,0.2355571428571428
AbbVie,2023-06-28,132.50999450683594,0.2355571428571428
AbbVie,2023-06-29,133.22999572753906,0.2355571428571428
AbbVie,2023-06-30,134.72999572753906,0.2355571428571428
AbbVie,2023-07-03,135.00999450683594,0.2355571428571428
AbbVie,2023-07-05,137.6199951171875,0.2355571428571428
AbbVie,2023-07-06,137.25,0.2355571428571428
AbbVie,2023-07-07,135.5,0.2355571428571428
AbbVie,2023-07-10,134.49000549316406,0.2355571428571428
AbbVie,2023-07-11,135.57000732421875,0.2355571428571428
AbbVie,2023-07-12,134.97999572753906,0.2355571428571428
AbbVie,2023-07-13,133.58999633789062,0.2355571428571428
AbbVie,2023-07-14,136.00999450683594,0.2355571428571428
AbbVie,2023-07-17,134.8300018310547,0.2355571428571428
AbbVie,2023-07-18,136.5800018310547,0.2355571428571428
AbbVie,2023-07-19,137.67999267578125,0.2355571428571428
AbbVie,2023-07-20,142.19000244140625,0.2355571428571428
AbbVie,2023-07-21,143.74000549316406,0.2355571428571428
AbbVie,2023-07-24,143.17999267578125,0.2355571428571428
AbbVie,2023-07-25,141.6300048828125,0.2355571428571428
AbbVie,2023-07-26,141.89999389648438,0.2355571428571428
AbbVie,2023-07-27,148.85000610351562,0.2355571428571428
AbbVie,2023-07-28,150.85000610351562,0.2355571428571428
AbbVie,2023-07-31,149.5800018310547,0.2355571428571428
AbbVie,2023-08-01,148.5399932861328,0.2355571428571428
AbbVie,2023-08-02,149.3800048828125,0.2355571428571428
AbbVie,2023-08-03,149.0500030517578,0.2355571428571428
AbbVie,2023-08-04,147.72999572753906,0.2355571428571428
AbbVie,2023-08-07,150.3300018310547,0.2355571428571428
AbbVie,2023-08-08,149.6199951171875,0.2355571428571428
AbbVie,2023-08-09,150.77000427246094,0.2355571428571428
AbbVie,2023-08-10,151.44000244140625,0.2355571428571428
AbbVie,2023-08-11,152.17999267578125,0.2355571428571428
AbbVie,2023-08-14,152.27000427246094,0.2355571428571428
AbbVie,2023-08-15,152.1199951171875,0.2355571428571428
AbbVie,2023-08-16,151.5500030517578,0.2355571428571428
AbbVie,2023-08-17,150.02000427246094,0.2355571428571428
AbbVie,2023-08-18,150.13999938964844,0.2355571428571428
